[17:42:14][modifier.cpp:386]: [0] Tag: blank_modifier, Categories: 2
[17:42:14][modifier.cpp:386]: [562] Tag: country_sr_zro_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [563] Tag: country_sr_dark_matter_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [564] Tag: country_sr_dark_matter_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [565] Tag: country_sr_dark_matter_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [566] Tag: country_sr_dark_matter_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [567] Tag: country_sr_dark_matter_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [568] Tag: country_sr_dark_matter_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [569] Tag: country_nanites_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [570] Tag: country_nanites_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [571] Tag: country_nanites_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [572] Tag: country_nanites_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [573] Tag: country_nanites_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [574] Tag: country_nanites_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [575] Tag: country_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [576] Tag: country_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [577] Tag: country_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [578] Tag: country_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [579] Tag: country_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [580] Tag: country_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [581] Tag: country_base_time_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [582] Tag: country_base_time_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [583] Tag: country_base_time_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [584] Tag: country_base_time_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [585] Tag: country_base_time_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [586] Tag: country_base_time_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [587] Tag: country_base_energy_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [588] Tag: country_base_energy_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [589] Tag: country_base_energy_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [590] Tag: country_base_energy_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [591] Tag: country_base_energy_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [592] Tag: country_base_energy_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [593] Tag: country_base_minerals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [594] Tag: country_base_minerals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [595] Tag: country_base_minerals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [596] Tag: country_base_minerals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [597] Tag: country_base_minerals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [598] Tag: country_base_minerals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [599] Tag: country_base_food_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [600] Tag: country_base_food_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [601] Tag: country_base_food_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [602] Tag: country_base_food_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [603] Tag: country_base_food_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [604] Tag: country_base_food_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [605] Tag: country_base_physics_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [606] Tag: country_base_physics_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [607] Tag: country_base_physics_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [608] Tag: country_base_physics_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [609] Tag: country_base_physics_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [610] Tag: country_base_physics_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [611] Tag: country_base_society_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [612] Tag: country_base_society_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [613] Tag: country_base_society_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [614] Tag: country_base_society_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [615] Tag: country_base_society_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [616] Tag: country_base_society_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [617] Tag: country_base_engineering_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [618] Tag: country_base_engineering_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [619] Tag: country_base_engineering_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [620] Tag: country_base_engineering_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [621] Tag: country_base_engineering_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [622] Tag: country_base_engineering_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [623] Tag: country_base_influence_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [624] Tag: country_base_influence_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [625] Tag: country_base_influence_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [626] Tag: country_base_influence_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [627] Tag: country_base_influence_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [628] Tag: country_base_influence_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [629] Tag: country_base_unity_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [630] Tag: country_base_unity_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [631] Tag: country_base_unity_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [632] Tag: country_base_unity_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [633] Tag: country_base_unity_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [634] Tag: country_base_unity_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [635] Tag: country_base_alloys_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [636] Tag: country_base_alloys_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [637] Tag: country_base_alloys_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [638] Tag: country_base_alloys_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [639] Tag: country_base_alloys_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [640] Tag: country_base_alloys_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [641] Tag: country_base_consumer_goods_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [642] Tag: country_base_consumer_goods_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [643] Tag: country_base_consumer_goods_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [644] Tag: country_base_consumer_goods_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [645] Tag: country_base_consumer_goods_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [646] Tag: country_base_consumer_goods_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [647] Tag: country_base_volatile_motes_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [648] Tag: country_base_volatile_motes_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [649] Tag: country_base_volatile_motes_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [650] Tag: country_base_volatile_motes_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [651] Tag: country_base_volatile_motes_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [652] Tag: country_base_volatile_motes_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [653] Tag: country_base_exotic_gases_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [654] Tag: country_base_exotic_gases_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [655] Tag: country_base_exotic_gases_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [656] Tag: country_base_exotic_gases_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [657] Tag: country_base_exotic_gases_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [658] Tag: country_base_exotic_gases_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [659] Tag: country_base_rare_crystals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [660] Tag: country_base_rare_crystals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [661] Tag: country_base_rare_crystals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [662] Tag: country_base_rare_crystals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [663] Tag: country_base_rare_crystals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [664] Tag: country_base_rare_crystals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [665] Tag: country_base_sr_living_metal_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [666] Tag: country_base_sr_living_metal_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [667] Tag: country_base_sr_living_metal_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [668] Tag: country_base_sr_living_metal_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [669] Tag: country_base_sr_living_metal_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [670] Tag: country_base_sr_living_metal_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [671] Tag: country_base_sr_zro_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [672] Tag: country_base_sr_zro_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [673] Tag: country_base_sr_zro_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [674] Tag: country_base_sr_zro_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [675] Tag: country_base_sr_zro_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [676] Tag: country_base_sr_zro_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [677] Tag: country_base_sr_dark_matter_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [678] Tag: country_base_sr_dark_matter_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [679] Tag: country_base_sr_dark_matter_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [680] Tag: country_base_sr_dark_matter_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [681] Tag: country_base_sr_dark_matter_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [682] Tag: country_base_sr_dark_matter_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [683] Tag: country_base_nanites_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [684] Tag: country_base_nanites_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [685] Tag: country_base_nanites_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [686] Tag: country_base_nanites_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [687] Tag: country_base_nanites_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [688] Tag: country_base_nanites_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [689] Tag: country_base_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [690] Tag: country_base_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [691] Tag: country_base_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [692] Tag: country_base_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [693] Tag: country_base_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [694] Tag: country_base_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [695] Tag: trade_time_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [696] Tag: trade_time_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [697] Tag: trade_time_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [698] Tag: trade_time_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [699] Tag: trade_time_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [700] Tag: trade_time_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [701] Tag: trade_energy_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [702] Tag: trade_energy_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [703] Tag: trade_energy_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [704] Tag: trade_energy_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [705] Tag: trade_energy_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [706] Tag: trade_energy_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [707] Tag: trade_minerals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [708] Tag: trade_minerals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [709] Tag: trade_minerals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [710] Tag: trade_minerals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [711] Tag: trade_minerals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [712] Tag: trade_minerals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [713] Tag: trade_food_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [714] Tag: trade_food_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [715] Tag: trade_food_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [716] Tag: trade_food_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [717] Tag: trade_food_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [718] Tag: trade_food_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [719] Tag: trade_physics_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [720] Tag: trade_physics_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [721] Tag: trade_physics_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [722] Tag: trade_physics_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [723] Tag: trade_physics_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [724] Tag: trade_physics_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [725] Tag: trade_society_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [726] Tag: trade_society_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [727] Tag: trade_society_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [728] Tag: trade_society_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [729] Tag: trade_society_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [730] Tag: trade_society_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [731] Tag: trade_engineering_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [732] Tag: trade_engineering_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [733] Tag: trade_engineering_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [734] Tag: trade_engineering_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [735] Tag: trade_engineering_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [736] Tag: trade_engineering_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [737] Tag: trade_influence_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [738] Tag: trade_influence_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [739] Tag: trade_influence_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [740] Tag: trade_influence_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [741] Tag: trade_influence_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [742] Tag: trade_influence_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [743] Tag: trade_unity_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [744] Tag: trade_unity_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [745] Tag: trade_unity_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [746] Tag: trade_unity_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [747] Tag: trade_unity_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [748] Tag: trade_unity_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [749] Tag: trade_alloys_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [750] Tag: trade_alloys_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [751] Tag: trade_alloys_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [752] Tag: trade_alloys_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [753] Tag: trade_alloys_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [754] Tag: trade_alloys_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [755] Tag: trade_consumer_goods_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [756] Tag: trade_consumer_goods_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [757] Tag: trade_consumer_goods_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [758] Tag: trade_consumer_goods_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [759] Tag: trade_consumer_goods_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [760] Tag: trade_consumer_goods_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [761] Tag: trade_volatile_motes_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [762] Tag: trade_volatile_motes_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [763] Tag: trade_volatile_motes_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [764] Tag: trade_volatile_motes_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [765] Tag: trade_volatile_motes_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [766] Tag: trade_volatile_motes_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [767] Tag: trade_exotic_gases_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [768] Tag: trade_exotic_gases_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [769] Tag: trade_exotic_gases_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [770] Tag: trade_exotic_gases_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [771] Tag: trade_exotic_gases_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [772] Tag: trade_exotic_gases_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [773] Tag: trade_rare_crystals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [774] Tag: trade_rare_crystals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [775] Tag: trade_rare_crystals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [776] Tag: trade_rare_crystals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [777] Tag: trade_rare_crystals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [778] Tag: trade_rare_crystals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [779] Tag: trade_sr_living_metal_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [780] Tag: trade_sr_living_metal_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [781] Tag: trade_sr_living_metal_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [782] Tag: trade_sr_living_metal_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [783] Tag: trade_sr_living_metal_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [784] Tag: trade_sr_living_metal_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [785] Tag: trade_sr_zro_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [786] Tag: trade_sr_zro_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [787] Tag: trade_sr_zro_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [788] Tag: trade_sr_zro_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [789] Tag: trade_sr_zro_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [790] Tag: trade_sr_zro_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [791] Tag: trade_sr_dark_matter_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [792] Tag: trade_sr_dark_matter_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [793] Tag: trade_sr_dark_matter_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [794] Tag: trade_sr_dark_matter_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [795] Tag: trade_sr_dark_matter_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [796] Tag: trade_sr_dark_matter_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [797] Tag: trade_nanites_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [798] Tag: trade_nanites_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [799] Tag: trade_nanites_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [800] Tag: trade_nanites_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [801] Tag: trade_nanites_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [802] Tag: trade_nanites_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [803] Tag: trade_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [804] Tag: trade_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [805] Tag: trade_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [806] Tag: trade_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [807] Tag: trade_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [808] Tag: trade_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [809] Tag: trade_routes_time_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [810] Tag: trade_routes_time_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [811] Tag: trade_routes_time_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [812] Tag: trade_routes_time_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [813] Tag: trade_routes_time_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [814] Tag: trade_routes_time_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [815] Tag: trade_routes_energy_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [816] Tag: trade_routes_energy_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [817] Tag: trade_routes_energy_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [818] Tag: trade_routes_energy_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [819] Tag: trade_routes_energy_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [820] Tag: trade_routes_energy_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [821] Tag: trade_routes_minerals_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [822] Tag: trade_routes_minerals_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [823] Tag: trade_routes_minerals_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [824] Tag: trade_routes_minerals_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [825] Tag: trade_routes_minerals_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [826] Tag: trade_routes_minerals_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [827] Tag: trade_routes_food_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [828] Tag: trade_routes_food_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [829] Tag: trade_routes_food_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [830] Tag: trade_routes_food_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [831] Tag: trade_routes_food_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [832] Tag: trade_routes_food_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [833] Tag: trade_routes_physics_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [834] Tag: trade_routes_physics_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [835] Tag: trade_routes_physics_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [836] Tag: trade_routes_physics_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [837] Tag: trade_routes_physics_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [838] Tag: trade_routes_physics_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [839] Tag: trade_routes_society_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [840] Tag: trade_routes_society_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [841] Tag: trade_routes_society_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [842] Tag: trade_routes_society_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [843] Tag: trade_routes_society_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [844] Tag: trade_routes_society_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [845] Tag: trade_routes_engineering_research_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [846] Tag: trade_routes_engineering_research_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [847] Tag: trade_routes_engineering_research_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [848] Tag: trade_routes_engineering_research_produces_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [849] Tag: trade_routes_engineering_research_upkeep_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [850] Tag: trade_routes_engineering_research_upkeep_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [851] Tag: trade_routes_influence_cost_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [852] Tag: trade_routes_influence_cost_mult, Categories: 524288
[17:42:14][modifier.cpp:386]: [853] Tag: trade_routes_influence_produces_add, Categories: 524288
[17:42:14][modifier.cpp:386]: [854] Tag: trade_routes_influence_produces_mult, Categories: 524288
